,n,k,norm_gradient,time,final_score,converges,iterations,conv,path
0,2,4,6.144892197234803e-10,0.010695457458496094,7.37708771584367,True,10,2.0148606378902514,"[[-1.         -1.        ]
 [-1.25282845  2.057478  ]
 [-0.88027339  1.06377457]
 [-0.61532239  0.94613781]
 [-0.40630718  0.96928831]
 [-0.27324994  0.98177481]
 [-0.20568219  0.98810714]
 [-0.17846954  0.99025379]
 [-0.1723013   0.9907074 ]
 [-0.17195295  0.99073252]
 [-0.17195189  0.9907326 ]]"
1,2,8,4.8239553400585567e-11,0.011064767837524414,7.377087715843669,True,10,1.9983830022094293,"[[-1.         -1.        ]
 [-1.25361814  2.0663634 ]
 [-0.88182149  1.07919874]
 [-0.61565293  0.94090183]
 [-0.40682984  0.96936087]
 [-0.27354513  0.98174398]
 [-0.20582328  0.98809549]
 [-0.17851706  0.99025028]
 [-0.17230705  0.99070699]
 [-0.17195304  0.99073251]
 [-0.17195189  0.9907326 ]]"
2,2,12,1.7905902268759749e-09,0.010207653045654297,7.377087715843672,True,10,2.0149134531858173,"[[-1.         -1.        ]
 [-1.25194656  2.04756784]
 [-0.87862754  1.04596239]
 [-0.61506774  0.95154838]
 [-0.4058855   0.96919065]
 [-0.27302279  0.98178159]
 [-0.20558398  0.98812649]
 [-0.17843955  0.99026158]
 [-0.17229788  0.99070555]
 [-0.17195293  0.99073253]
 [-0.17195189  0.9907326 ]]"
3,1000,4,3.090621424740433e-10,0.029418468475341797,7.086281647937154,True,11,1.7305225096225347,"[np.float64(21.473415815568984), np.float64(21.982430864686034), np.float64(42.92704011715676), np.float64(6.493436051168628), np.float64(3.079568652267214), np.float64(0.7165680990543795), np.float64(0.16473393414894197), np.float64(0.05104485051270581), np.float64(0.0046265386857817494), np.float64(3.638258408658288e-05), np.float64(8.30322098905738e-09)]"
4,1000,8,2.37204913124729e-07,0.026439905166625977,7.086281647937154,True,10,2.0246733923071316,"[np.float64(21.42519494720768), np.float64(21.728873713599565), np.float64(42.89927007402377), np.float64(6.48281750344731), np.float64(3.0674909724754675), np.float64(0.7066757962503718), np.float64(0.15734119232623694), np.float64(0.046975388874334834), np.float64(0.003900307228093113), np.float64(2.528653863545408e-05)]"
5,1000,12,6.026441016787634e-07,0.026139259338378906,7.086281647937156,True,10,2.0313479794396483,"[np.float64(21.481646128464302), np.float64(22.02216731077509), np.float64(41.85441471771841), np.float64(6.023168871476508), np.float64(2.663410124221217), np.float64(0.5645625348882191), np.float64(0.16227052748931203), np.float64(0.050361643531840306), np.float64(0.004490876961080641), np.float64(3.3104387100015406e-05)]"
6,10000,4,3.0906214247404333e-10,0.11601090431213379,7.086281647937154,True,11,1.7305225096156676,"[np.float64(48.28638051081859), np.float64(53.119008465463295), np.float64(135.74544207318834), np.float64(20.50026987496661), np.float64(9.669059537940987), np.float64(2.084179459103799), np.float64(0.1835717328189061), np.float64(0.05104506787725967), np.float64(0.004626538685870793), np.float64(3.6382584086583283e-05), np.float64(8.30322098905738e-09)]"
7,10000,8,2.37204913124729e-07,0.10377168655395508,7.086281647937154,True,10,2.0246703485876854,"[np.float64(48.26014433388262), np.float64(53.01067384345407), np.float64(135.68070592385885), np.float64(20.472525295620063), np.float64(9.63936481641341), np.float64(2.067559040124855), np.float64(0.17626031111382598), np.float64(0.04697556461452517), np.float64(0.0039003072280931273), np.float64(2.528653863545408e-05)]"
8,10000,12,6.026441016787634e-07,0.1228489875793457,7.086281647937156,True,10,2.0313477927431083,"[np.float64(48.29190438099905), np.float64(53.114283595272695), np.float64(132.14104054617974), np.float64(18.916422525449608), np.float64(8.254233098627575), np.float64(1.5095828275667282), np.float64(0.16731668977685915), np.float64(0.050361654720083304), np.float64(0.004490876961081629), np.float64(3.3104387100015406e-05)]"
9,100000,4,3.090621424740433e-10,1.4576380252838135,7.086281647937154,True,11,1.7305225095469947,"[np.float64(145.0387675875246), np.float64(161.88158325358307), np.float64(429.26421671029027), np.float64(64.81685426573027), np.float64(30.554220739375012), np.float64(6.530478220576822), np.float64(0.31513759120361184), np.float64(0.051047241471892324), np.float64(0.004626538686761219), np.float64(3.638258408658734e-05), np.float64(8.30322098905738e-09)]"
10,100000,8,2.37204913124729e-07,1.2204844951629639,7.086281647937154,True,10,2.0246399131489907,"[np.float64(145.01402365681895), np.float64(161.83327045478626), np.float64(429.06680112905974), np.float64(64.73096619043952), np.float64(30.463024899717666), np.float64(6.482969799278802), np.float64(0.3068911239950604), np.float64(0.046977321980269514), np.float64(0.003900307228093273), np.float64(2.528653863545408e-05)]"
11,100000,12,6.026441016787634e-07,1.2079312801361084,7.086281647937156,True,10,2.031345925784167,"[np.float64(145.046810072795), np.float64(161.8105058690307), np.float64(417.79885142167547), np.float64(59.77755281233477), np.float64(26.048387082758666), np.float64(4.677599265449523), np.float64(0.2112495693253536), np.float64(0.050361766602376526), np.float64(0.004490876961091515), np.float64(3.310438710001541e-05)]"
