Problem,n,Method,Case,h_mode,k_fd,tol,start_type,point_id,run_id,GradNorm,Iterations,MaxIterations,InnerMaxIterations,Success,flag,ConvergenceRate,TimeSeconds,FinalF,PathLen,LastStep
p52,2,nm,Mixed FD,adaptive,4.0,1e-06,initial,xbar,25,7.97614117621458e-10,1000,1000,,True,-,1.740870148691444,0.003473043441772461,3.1150112053069378e-21,7,3.052345159839381e-08
p52,2,tr,Mixed FD,adaptive,4.0,1e-06,initial,xbar,25,1.7257625621928675e-09,7,1000,1000.0,True,-,1.9976890209800404,0.0027608871459960938,7.377087715843671,8,1.3552534929446286e-05
p52,2,nm,Mixed FD,adaptive,4.0,1e-06,random,rand1,26,2.047247691982781e-09,1000,1000,,True,-,2.0047771529114042,0.00396418571472168,7.37708771584367,8,4.540056382236209e-06
p52,2,tr,Mixed FD,adaptive,4.0,1e-06,random,rand1,26,8.596006627348102e-09,7,1000,1000.0,True,-,1.608167448842347,0.0021729469299316406,7.377087715843669,8,2.4499931483185744e-05
p52,2,nm,Mixed FD,adaptive,4.0,1e-06,random,rand2,27,3.475658425805754e-10,1000,1000,,True,-,1.7255983395990442,0.0059659481048583984,5.9129549458663845e-22,12,1.3145261575543744e-08
p52,2,tr,Mixed FD,adaptive,4.0,1e-06,random,rand2,27,1.9316189256128552e-08,9,1000,1000.0,True,-,5.877588097864096,0.003206968307495117,1.8354616506338884e-18,10,1.2195347092940316e-06
p52,2,nm,Mixed FD,adaptive,4.0,1e-06,random,rand3,28,6.473983739456735e-08,1000,1000,,True,-,1.853324717097375,0.003345966339111328,2.0534224634248575e-17,6,2.6464167948889847e-06
p52,2,tr,Mixed FD,adaptive,4.0,1e-06,random,rand3,28,7.79607312951763e-08,5,1000,1000.0,True,-,1.7126962486388968,0.001622915267944336,2.981312112003287e-17,6,3.882996735147755e-06
p52,2,nm,Mixed FD,adaptive,4.0,1e-06,random,rand4,29,2.0234983893852298e-10,1000,1000,,True,-,2.0263836845004515,0.004019021987915039,7.37708771584367,8,3.360554356500067e-07
p52,2,tr,Mixed FD,adaptive,4.0,1e-06,random,rand4,29,2.4669293801212756e-07,7,1000,1000.0,True,-,2.09096221043574,0.002228975296020508,7.377087715843673,8,4.3185083255480244e-07
p52,2,nm,Mixed FD,adaptive,4.0,1e-06,random,rand5,30,1.0703381257026858e-08,1000,1000,,True,-,1.8347834382954935,0.005053997039794922,5.613404640715517e-19,7,4.3857093830062047e-07
p52,2,tr,Mixed FD,adaptive,4.0,1e-06,random,rand5,30,2.2120050277403326e-07,7,1000,1000.0,True,-,2.1665045070545754,0.002485990524291992,7.377087715843672,8,3.8928413123465587e-07
p52,2,nm,Mixed FD,adaptive,8.0,1e-06,initial,xbar,31,9.046739160526678e-14,1000,1000,,True,-,1.9034658671064555,0.0030028820037841797,4.004085391578839e-29,7,1.4222121905801667e-08
p52,2,tr,Mixed FD,adaptive,8.0,1e-06,initial,xbar,31,6.755647511898722e-09,7,1000,1000.0,True,-,1.9921289029988956,0.002713918685913086,7.377087715843668,8,1.3701937757340183e-05
p52,2,nm,Mixed FD,adaptive,8.0,1e-06,random,rand1,32,7.889599581423678e-10,1000,1000,,True,-,1.9959024729025294,0.0037529468536376953,7.377087715843669,8,4.683829529689478e-06
p52,2,tr,Mixed FD,adaptive,8.0,1e-06,random,rand1,32,6.081820507769664e-09,7,1000,1000.0,True,-,1.6137468450437837,0.0024819374084472656,7.377087715843669,8,2.425692678423455e-05
p52,2,nm,Mixed FD,adaptive,8.0,1e-06,random,rand2,33,1.851004087259891e-07,1000,1000,,True,-,2.0177731569625204,0.006170988082885742,1.679959017143282e-16,11,2.652303265363171e-05
p52,2,tr,Mixed FD,adaptive,8.0,1e-06,random,rand2,33,1.5250610816748316e-10,9,1000,1000.0,True,-,5.923098376562499,0.0028238296508789062,1.2461231280650978e-22,10,1.1613088546142307e-06
p52,2,nm,Mixed FD,adaptive,8.0,1e-06,random,rand3,34,1.6154796512100968e-09,1000,1000,,True,-,1.8777853004786225,0.003055095672607422,1.3000651013034758e-20,6,2.7221896372620143e-06
p52,2,tr,Mixed FD,adaptive,8.0,1e-06,random,rand3,34,2.0877893719170247e-09,5,1000,1000.0,True,-,1.721511288972978,0.0015759468078613281,2.2544430957462528e-20,6,3.7619615238074892e-06
p52,2,nm,Mixed FD,adaptive,8.0,1e-06,random,rand4,35,4.980249992379744e-12,1000,1000,,True,-,1.9992671663974697,0.0038280487060546875,7.377087715843669,8,3.718501686351964e-07
p52,2,tr,Mixed FD,adaptive,8.0,1e-06,random,rand4,35,1.7513211832038962e-07,7,1000,1000.0,True,-,2.0657699163395558,0.003635883331298828,7.377087715843669,8,4.740250418454148e-07
p52,2,nm,Mixed FD,adaptive,8.0,1e-06,random,rand5,36,2.841052655876741e-11,1000,1000,,True,-,1.8825637734136251,0.004390239715576172,4.029574381058024e-24,7,3.6237847302016813e-07
p52,2,tr,Mixed FD,adaptive,8.0,1e-06,random,rand5,36,1.6984617752399214e-08,7,1000,1000.0,True,-,2.1141884934838004,0.002398967742919922,7.377087715843671,8,4.188672586081419e-07
p52,2,nm,Mixed FD,adaptive,12.0,1e-06,initial,xbar,37,2.9950884122260427e-07,1000,1000,,True,-,1.8514398756622399,0.002579927444458008,5.312645545154646e-16,6,4.41507452027954e-05
p52,2,tr,Mixed FD,adaptive,12.0,1e-06,initial,xbar,37,1.1430376032957831e-08,7,1000,1000.0,True,-,1.9910839079082876,0.0023000240325927734,7.377087715843669,8,1.1652163432373117e-05
p52,2,nm,Mixed FD,adaptive,12.0,1e-06,random,rand1,38,9.048002909993892e-09,1000,1000,,True,-,2.0097969508744327,0.004215717315673828,7.377087715843669,8,4.547365025778818e-06
p52,2,tr,Mixed FD,adaptive,12.0,1e-06,random,rand1,38,2.4978302632913607e-08,7,1000,1000.0,True,-,1.8998594578951793,0.002165079116821289,7.377087715843668,8,1.2326629470958072e-05
p52,2,nm,Mixed FD,adaptive,12.0,1e-06,random,rand2,39,1.7923887141517438e-10,1000,1000,,True,-,1.934655721269784,0.007205963134765625,1.5764072862177815e-22,13,1.9792700794175945e-08
p52,2,tr,Mixed FD,adaptive,12.0,1e-06,random,rand2,39,7.242512681895921e-09,9,1000,1000.0,True,-,5.867339277511274,0.002905130386352539,3.409353475627973e-19,10,1.266464784864506e-06
p52,2,nm,Mixed FD,adaptive,12.0,1e-06,random,rand3,40,2.861406616631871e-08,1000,1000,,True,-,1.8858930198754138,0.004023075103759766,4.281600131153204e-18,6,3.66939156045905e-06
p52,2,tr,Mixed FD,adaptive,12.0,1e-06,random,rand3,40,2.3888228648852766e-08,5,1000,1000.0,True,-,1.716208314793251,0.0018281936645507812,2.796197155578267e-18,6,3.793520198380444e-06
p52,2,nm,Mixed FD,adaptive,12.0,1e-06,random,rand4,41,1.7617772370250828e-09,1000,1000,,True,-,1.9843402074374195,0.0034949779510498047,7.377087715843669,8,3.91994863935294e-07
p52,2,tr,Mixed FD,adaptive,12.0,1e-06,random,rand4,41,7.603293054974754e-10,7,1000,1000.0,True,-,2.2230146256498955,0.0027332305908203125,7.377087715843669,8,3.125711490444436e-07
p52,2,nm,Mixed FD,adaptive,12.0,1e-06,random,rand5,42,1.3925362423867995e-09,1000,1000,,True,-,1.8859027541372768,0.006702899932861328,1.3501158684756234e-20,7,1.9936264199705082e-07
p52,2,tr,Mixed FD,adaptive,12.0,1e-06,random,rand5,42,1.1648823907218682e-08,7,1000,1000.0,True,-,2.0538614106219453,0.002363920211791992,7.377087715843669,8,8.577778002425578e-07
p52,2,nm,Full FD,scalar,4.0,1e-06,initial,xbar,43,1.456183152482844e-09,1000,1000,,True,-,1.7775269058202083,0.004260063171386719,1.0383688038338758e-20,7,5.6137337905284786e-08
p52,2,tr,Full FD,scalar,4.0,1e-06,initial,xbar,43,4.057567950246066e-08,7,1000,1000.0,True,-,2.0254076182268066,0.0031418800354003906,7.377087715843673,8,1.3011529569225541e-05
p52,2,nm,Full FD,scalar,4.0,1e-06,random,rand1,44,1.3468828417028052e-08,1000,1000,,True,-,2.051858347920777,0.005365133285522461,7.37708771584367,8,3.9038601119302055e-06
p52,2,tr,Full FD,scalar,4.0,1e-06,random,rand1,44,3.665157031468472e-08,7,1000,1000.0,True,-,1.616558492169992,0.004250764846801758,7.377087715843669,8,2.3644764164501475e-05
p52,2,nm,Full FD,scalar,4.0,1e-06,random,rand2,45,2.3123479917994554e-07,1000,1000,,True,-,1.1531049436760634,0.0074520111083984375,2.616190139389425e-16,10,8.50904091941572e-06
p52,2,tr,Full FD,scalar,4.0,1e-06,random,rand2,45,1.9317859091142445e-08,9,1000,1000.0,True,-,5.876917254708821,0.004045963287353516,1.835775081302691e-18,10,1.2194500487477145e-06
p52,2,nm,Full FD,scalar,4.0,1e-06,random,rand3,46,6.434606291008677e-08,1000,1000,,True,-,1.8532237139278616,0.0043261051177978516,2.028525229112492e-17,6,2.6312845817000583e-06
p52,2,tr,Full FD,scalar,4.0,1e-06,random,rand3,46,7.79459833910706e-08,5,1000,1000.0,True,-,1.712704195765905,0.002379894256591797,2.980184465468706e-17,6,3.882342085959101e-06
p52,2,nm,Full FD,scalar,4.0,1e-06,random,rand4,47,6.725934953427465e-07,1000,1000,,True,-,1.9649299828208302,0.0037860870361328125,7.377087715843708,7,0.0001952886442977323
p52,2,tr,Full FD,scalar,4.0,1e-06,random,rand4,47,9.760554177306077e-07,6,1000,1000.0,True,-,1.8804913805071448,0.002788066864013672,7.3770877158437616,7,0.0002359462001137522
p52,2,nm,Full FD,scalar,4.0,1e-06,random,rand5,48,1.1035423009931865e-08,1000,1000,,True,-,1.8352906016801744,0.0063250064849853516,5.967104605954775e-19,7,4.523673090721932e-07
p52,2,tr,Full FD,scalar,4.0,1e-06,random,rand5,48,8.610317475965024e-07,6,1000,1000.0,True,-,1.8339755555335377,0.0029687881469726562,7.377087715843738,7,0.0002385034457712901
p52,2,nm,Full FD,scalar,8.0,1e-06,initial,xbar,49,7.277202305727661e-07,1000,1000,,True,-,6.411285352669503,0.03710603713989258,7.377087715843716,30,2.9974151444368935e-07
p52,2,tr,Full FD,scalar,8.0,1e-06,initial,xbar,49,7.256993519405168e-07,26,1000,1000.0,True,-,1.1529586393798716,0.013180017471313477,7.3770877158437305,27,3.2351436482767816e-07
p52,2,nm,Full FD,scalar,8.0,1e-06,random,rand1,50,3.7724152464039936e-10,1000,1000,,True,-,1.9585391631911704,0.0066449642181396484,7.066412329304591e-22,10,1.186190012540069e-06
p52,2,tr,Full FD,scalar,8.0,1e-06,random,rand1,50,5.505795478898571e-07,23,1000,1000.0,True,-,0.0077190611556608125,0.012476921081542969,7.377087715843699,24,1.026360999092524e-07
p52,2,nm,Full FD,scalar,8.0,1e-06,random,rand2,51,6.086381914539587e-08,1000,1000,,True,-,2.033156918223398,0.006109952926635742,1.8139036836192713e-17,10,1.6227257027976203e-05
p52,2,tr,Full FD,scalar,8.0,1e-06,random,rand2,51,1.1359442436845162e-09,10,1000,1000.0,True,-,24.554290922160916,0.005558013916015625,9.84752937077876e-21,11,4.292663718840882e-06
p52,2,nm,Full FD,scalar,8.0,1e-06,random,rand3,52,4.160785626016984e-07,1000,1000,,True,-,1.8996650697335973,0.004171848297119141,8.469595367982869e-16,6,4.0288407869569354e-05
p52,2,tr,Full FD,scalar,8.0,1e-06,random,rand3,52,6.3486221298874206e-12,6,1000,1000.0,True,-,15.231036535360309,0.0029668807983398438,1.9727875426002653e-25,7,1.44793173499649e-07
p52,2,nm,Full FD,scalar,8.0,1e-06,random,rand4,53,1.2033519453618148e-07,1000,1000,,True,-,1.9007962726447825,0.008332014083862305,7.952469839485238e-17,12,2.2183862242697656e-05
p52,2,tr,Full FD,scalar,8.0,1e-06,random,rand4,53,4.429146961765866e-07,21,1000,1000.0,True,-,0.6964032211011801,0.010275125503540039,7.377087715843678,22,1.5157395814798773e-07
p52,2,nm,Full FD,scalar,8.0,1e-06,random,rand5,54,2.3807375446277153e-09,1000,1000,,True,-,1.9741198560201354,0.006148815155029297,2.830291571144348e-20,7,3.101497469086616e-06
p52,2,tr,Full FD,scalar,8.0,1e-06,random,rand5,54,8.299779663118987e-10,9,1000,1000.0,True,-,52.579564429687736,0.00434112548828125,3.9621390655012e-21,10,5.5754076695794745e-06
p52,2,nm,Full FD,scalar,12.0,1e-06,initial,xbar,55,1.9851016580493487e-07,1000,1000,,True,-,-0.9885246779842064,0.12144088745117188,1.9948395871994027e-16,111,5.736699090056023e-05
p52,2,tr,Full FD,scalar,12.0,1e-06,initial,xbar,55,0.00033221293181284273,999,1000,1000.0,False,MAX,,1.0334699153900146,7.377087725986551,1001,0.0
p52,2,nm,Full FD,scalar,12.0,1e-06,random,rand1,56,5.164327914356623e-09,1000,1000,,True,-,-0.7252908440860326,0.10225629806518555,5.086062973574273e-19,105,2.2180767111202036e-06
p52,2,tr,Full FD,scalar,12.0,1e-06,random,rand1,56,9.35454537365396e-07,37,1000,1000.0,True,-,-0.45801669493879904,0.02281785011291504,9.851907066937277e-15,38,1.1422992180295335e-06
p52,2,nm,Full FD,scalar,12.0,1e-06,random,rand2,57,7.360786382643815e-08,1000,1000,,True,-,-30205.184038109077,0.10652399063110352,5.895843122714489e-17,94,0.00012765824028711836
p52,2,tr,Full FD,scalar,12.0,1e-06,random,rand2,57,3.516762356859434e-07,63,1000,1000.0,True,-,2.6236959205875565,0.03433513641357422,2.2766393545175106e-15,64,1.0991022954907456e-05
p52,2,nm,Full FD,scalar,12.0,1e-06,random,rand3,58,3.0719611513200954e-07,1000,1000,,True,-,-0.02959563610113477,0.2487940788269043,1.7967801417110113e-15,226,4.07589887436196e-08
p52,2,tr,Full FD,scalar,12.0,1e-06,random,rand3,58,7.800104853704697e-08,43,1000,1000.0,True,-,-1.0676254619562144,0.020742177963256836,4.700800631348549e-17,44,1.0949703898873359e-08
p52,2,nm,Full FD,scalar,12.0,1e-06,random,rand4,59,2.815314661058724e-10,1000,1000,,True,-,-1.4998500749847539,0.10051918029785156,8.177740181824234e-22,117,8.581719477067167e-08
p52,2,tr,Full FD,scalar,12.0,1e-06,random,rand4,59,2.766987046085731e-07,36,1000,1000.0,True,-,-1.565214062018963,0.017673969268798828,1.4620549488059327e-15,37,6.117065888814348e-07
p52,2,nm,Full FD,scalar,12.0,1e-06,random,rand5,60,3.44212745584108e-08,1000,1000,,True,-,-0.6030092775755441,0.2647850513458252,5.7955226936215045e-18,262,3.8137253288774973e-06
p52,2,tr,Full FD,scalar,12.0,1e-06,random,rand5,60,4.1969776810354674e-07,71,1000,1000.0,True,-,0.1603479076784668,0.033315181732177734,3.3641172666808323e-15,72,4.376151477250227e-08
p52,2,nm,Full FD,adaptive,4.0,1e-06,initial,xbar,61,9.661725314238643e-10,1000,1000,,True,-,1.753186674698105,0.003856182098388672,4.570869648369279e-21,7,3.706287294361857e-08
p52,2,tr,Full FD,adaptive,4.0,1e-06,initial,xbar,61,1.775576582030169e-09,7,1000,1000.0,True,-,1.9976816516334086,0.003677845001220703,7.37708771584367,8,1.3601590060542257e-05
p52,2,nm,Full FD,adaptive,4.0,1e-06,random,rand1,62,2.10025504376521e-09,1000,1000,,True,-,2.004755378000727,0.004524946212768555,7.377087715843668,8,4.540057991953915e-06
p52,2,tr,Full FD,adaptive,4.0,1e-06,random,rand1,62,8.595631908830064e-09,7,1000,1000.0,True,-,1.6081785020336334,0.003987312316894531,7.377087715843669,8,2.44994065882599e-05
p52,2,nm,Full FD,adaptive,4.0,1e-06,random,rand2,63,4.946663600765473e-10,1000,1000,,True,-,1.7594626144955534,0.008478879928588867,1.1977422077972057e-21,12,1.8708437252721592e-08
p52,2,tr,Full FD,adaptive,4.0,1e-06,random,rand2,63,1.931620691351839e-08,9,1000,1000.0,True,-,5.877588041779239,0.003980875015258789,1.8354644684411653e-18,10,1.2195368955939232e-06
p52,2,nm,Full FD,adaptive,4.0,1e-06,random,rand3,64,6.474115082690174e-08,1000,1000,,True,-,1.8533251027597109,0.0049250125885009766,2.0535054285124775e-17,6,2.646469622788884e-06
p52,2,tr,Full FD,adaptive,4.0,1e-06,random,rand3,64,7.796066380084668e-08,5,1000,1000.0,True,-,1.7126962248891147,0.002295970916748047,2.9813063327270624e-17,6,3.882997694054369e-06
p52,2,nm,Full FD,adaptive,4.0,1e-06,random,rand4,65,9.418482301579185e-11,1000,1000,,True,-,2.026504325123911,0.0048558712005615234,7.377087715843667,8,3.3593007564204083e-07
p52,2,tr,Full FD,adaptive,4.0,1e-06,random,rand4,65,2.469619476478539e-07,7,1000,1000.0,True,-,2.0907845129862057,0.0032258033752441406,7.37708771584367,8,4.321412579496209e-07
p52,2,nm,Full FD,adaptive,4.0,1e-06,random,rand5,66,1.0659800359609616e-08,1000,1000,,True,-,1.8347170574067293,0.006476163864135742,5.567782536421094e-19,7,4.367592016318108e-07
p52,2,tr,Full FD,adaptive,4.0,1e-06,random,rand5,66,2.2073415799693235e-07,7,1000,1000.0,True,-,2.166238882661292,0.0032901763916015625,7.377087715843669,8,3.893488949586872e-07
p52,2,nm,Full FD,adaptive,8.0,1e-06,initial,xbar,67,1.6679268847302743e-08,1000,1000,,True,-,2.21069234954627,0.004745960235595703,1.3837766682716549e-18,8,1.142371700715922e-05
p52,2,tr,Full FD,adaptive,8.0,1e-06,initial,xbar,67,6.362621092699257e-07,32,1000,1000.0,True,-,21.38078251525105,0.01662421226501465,7.377087715843671,33,1.2130332436870642e-07
p52,2,nm,Full FD,adaptive,8.0,1e-06,random,rand1,68,1.0060009992666262e-10,1000,1000,,True,-,1.8912567049663631,0.015136003494262695,5.071679525394256e-23,20,5.150999583942895e-07
p52,2,tr,Full FD,adaptive,8.0,1e-06,random,rand1,68,7.549287167115707e-13,7,1000,1000.0,True,-,2.1470830685056077,0.0031731128692626953,5.140340917936554e-27,8,1.379122256649337e-07
p52,2,nm,Full FD,adaptive,8.0,1e-06,random,rand2,69,7.057257605757968e-12,1000,1000,,True,-,1.7017806510643296,0.024876117706298828,2.440238904902554e-25,26,1.326941376358221e-07
p52,2,tr,Full FD,adaptive,8.0,1e-06,random,rand2,69,2.9775208726266425e-13,16,1000,1000.0,True,-,9.235931871956616,0.007727861404418945,1.2787435273632601e-27,17,6.684362857008568e-08
p52,2,nm,Full FD,adaptive,8.0,1e-06,random,rand3,70,1.2755482878414663e-08,1000,1000,,True,-,2.262493803487445,0.005912065505981445,8.91775489677107e-19,6,9.379229303406376e-06
p52,2,tr,Full FD,adaptive,8.0,1e-06,random,rand3,70,1.1053038199733405e-07,4,1000,1000.0,True,-,2.2013287322788058,0.0020422935485839844,6.410582909592343e-17,5,1.755001874829997e-05
p52,2,nm,Full FD,adaptive,8.0,1e-06,random,rand4,71,3.5169605942953523e-07,1000,1000,,True,-,1.9803074090866128,0.04803586006164551,1.3473900648651852e-15,55,0.0001103063443467769
p52,2,tr,Full FD,adaptive,8.0,1e-06,random,rand4,71,1.8698356237775253e-11,10,1000,1000.0,True,-,9.91759390204003,0.004508018493652344,6.437905384599416e-24,11,6.39119396564464e-07
p52,2,nm,Full FD,adaptive,8.0,1e-06,random,rand5,72,5.113796993993545e-10,1000,1000,,True,-,1.8188037827557528,0.010930776596069336,1.3253189539994485e-21,15,1.248860041426757e-06
p52,2,tr,Full FD,adaptive,8.0,1e-06,random,rand5,72,9.297788594572798e-07,36,1000,1000.0,True,-,0.29006228841574533,0.017472028732299805,7.377087715843692,37,1.5179750963505344e-07
p52,2,nm,Full FD,adaptive,12.0,1e-06,initial,xbar,73,4.843740905422417e-08,1000,1000,,True,-,-0.13120921181296388,0.4305539131164551,1.9649342735491458e-17,393,2.7678496042068242e-05
p52,2,tr,Full FD,adaptive,12.0,1e-06,initial,xbar,73,0.007044618948810533,999,1000,1000.0,False,MAX,,0.5448751449584961,7.37708784568272,1001,0.0
p52,2,nm,Full FD,adaptive,12.0,1e-06,random,rand1,74,4.491153527364072e-07,1000,1000,,True,-,-0.33397917247839454,0.2793850898742676,3.841849309272525e-15,283,5.694913933878008e-08
p52,2,tr,Full FD,adaptive,12.0,1e-06,random,rand1,74,1.7313020237211585e-07,33,1000,1000.0,True,-,-0.2131603848489828,0.04752826690673828,1.589761946951072e-16,34,1.9905584753174227e-05
p52,2,nm,Full FD,adaptive,12.0,1e-06,random,rand2,75,7.102163725541094e-10,1000,1000,,True,-,0.6037285663686918,0.24444293975830078,5.101140973136511e-21,240,1.9648208274542119e-07
p52,2,tr,Full FD,adaptive,12.0,1e-06,random,rand2,75,9.277031086296144e-08,59,1000,1000.0,True,-,2.9041705663934625,0.027721881866455078,4.216345661705314e-17,60,4.897518585710867e-08
p52,2,nm,Full FD,adaptive,12.0,1e-06,random,rand3,76,8.157853370077554e-08,1000,1000,,True,-,0.09678817412302253,0.1225590705871582,3.796427649517763e-17,123,3.881856947808377e-05
p52,2,tr,Full FD,adaptive,12.0,1e-06,random,rand3,76,1.0209631822735662e-08,39,1000,1000.0,True,-,1.6149699608601304,0.017819881439208984,1.990827080366435e-18,40,1.306484764770782e-08
p52,2,nm,Full FD,adaptive,12.0,1e-06,random,rand4,77,2.8399159812475807e-07,1000,1000,,True,-,-0.9079710378553124,0.21512079238891602,1.4939140034612928e-15,207,5.30374587622323e-08
p52,2,tr,Full FD,adaptive,12.0,1e-06,random,rand4,77,4.620684301475093e-07,45,1000,1000.0,True,-,-0.40669245980892965,0.02159905433654785,4.062873198727229e-15,46,4.790033844486034e-06
p52,2,nm,Full FD,adaptive,12.0,1e-06,random,rand5,78,8.654059083054549e-08,1000,1000,,True,-,49.980191614939635,0.34740614891052246,3.764067817080697e-17,319,8.126505318316607e-06
p52,2,tr,Full FD,adaptive,12.0,1e-06,random,rand5,78,3.2038727895546497e-07,54,1000,1000.0,True,-,2.6181195618316866,0.025051116943359375,1.9598549414459394e-15,55,1.0176211286890805e-07
p52,1000,nm,Exact,,,1e-06,initial,xbar,79,4.837821802847035e-08,1000,1000,,True,-,2.017434509922401,0.013260126113891602,1.1490191589415594e-17,12,1.3705713404797403e-05
p52,1000,tr,Exact,,,1e-06,initial,xbar,79,1.2310454331399395e-07,11,1000,1000.0,True,-,0.9938573354628303,0.00923299789428711,7.086281647937155,12,3.174436086963277e-07
p52,1000,nm,Exact,,,1e-06,random,rand1,80,7.257770993368133e-11,1000,1000,,True,-,2.007657972720365,0.09099817276000977,1.1715111401616713e-23,25,4.5418954900866507e-07
p52,1000,tr,Exact,,,1e-06,random,rand1,80,1.2032480846799166e-07,16,1000,1000.0,True,-,3.6341368289213114,0.01328897476196289,3.3258354503125387e-17,17,2.2971237724572776e-07
p52,1000,nm,Exact,,,1e-06,random,rand2,81,1.0646764888901057e-07,1000,1000,,True,-,0.8618307543752307,0.02573418617248535,7.086281647937153,19,1.219525901783956e-07
p52,1000,tr,Exact,,,1e-06,random,rand2,81,1.0076281246862112e-07,18,1000,1000.0,True,-,0.9154904620809744,0.01596999168395996,7.086281647937152,19,2.118095841663079e-07
p52,1000,nm,Exact,,,1e-06,random,rand3,82,2.9758782943792734e-13,1000,1000,,True,-,1.9804208570676047,0.015269756317138672,1.9563750449481093e-28,13,3.309477527631684e-08
p52,1000,tr,Exact,,,1e-06,random,rand3,82,5.3422629294850295e-08,21,1000,1000.0,True,-,0.3998286514248155,0.019256114959716797,6.468644232373937e-18,22,1.3365314229663117e-07
p52,1000,nm,Exact,,,1e-06,random,rand4,83,6.247659887747658e-07,1000,1000,,True,-,0.6859754068515975,0.03693795204162598,7.08628164793718,21,1.6082507689728883e-06
p52,1000,tr,Exact,,,1e-06,random,rand4,83,9.177823032573761e-08,18,1000,1000.0,True,-,0.9875898176113805,0.01552581787109375,7.086281647937154,19,2.3860286124580735e-07
p52,1000,nm,Exact,,,1e-06,random,rand5,84,1.5019490542626036e-11,1000,1000,,True,-,1.9918297352962093,0.033293962478637695,7.0862816479371515,17,1.732829979502249e-08
p52,1000,tr,Exact,,,1e-06,random,rand5,84,4.512349111216318e-07,19,1000,1000.0,True,-,1.0155571481705425,0.016588926315307617,7.086281647937166,20,1.1567874184432013e-06
p52,1000,nm,Mixed FD,scalar,4.0,1e-06,initial,xbar,85,5.877930894651084e-08,1000,1000,,True,-,1.9747855775303025,0.015069961547851562,1.737358386108677e-17,12,2.173231611560933e-06
p52,1000,tr,Mixed FD,scalar,4.0,1e-06,initial,xbar,85,7.824523380670695e-07,10,1000,1000.0,True,-,1.5613475284093312,0.009862184524536133,7.086281647937164,11,4.308335959033307e-07
p52,1000,nm,Mixed FD,scalar,4.0,1e-06,random,rand1,86,3.1589061913601785e-07,1000,1000,,True,-,1.8903876453722528,0.028571128845214844,2.2472930996643075e-16,18,7.874935652296096e-06
p52,1000,tr,Mixed FD,scalar,4.0,1e-06,random,rand1,86,5.436706258687578e-08,15,1000,1000.0,True,-,0.48531366212283966,0.015532732009887695,6.611665401545855e-18,16,1.0526248448897118e-07
p52,1000,nm,Mixed FD,scalar,4.0,1e-06,random,rand2,87,1.2554135278971912e-09,1000,1000,,True,-,1.7787064882357688,0.029016971588134766,3.680129324503997e-21,21,3.3944664262914086e-08
p52,1000,tr,Mixed FD,scalar,4.0,1e-06,random,rand2,87,2.3816020077076927e-08,15,1000,1000.0,True,-,1.7210347976137332,0.015649080276489258,7.086281647937152,16,1.2621306344304865e-08
p52,1000,nm,Mixed FD,scalar,4.0,1e-06,random,rand3,88,6.474157591891709e-08,1000,1000,,True,-,1.9738057201166617,0.021116256713867188,9.462010781059853e-18,15,1.7102359682808873e-06
p52,1000,tr,Mixed FD,scalar,4.0,1e-06,random,rand3,88,1.3040605132114907e-08,15,1000,1000.0,True,-,0.4060961846949818,0.016811132431030273,4.0759155945187153e-19,16,7.099486659278495e-07
p52,1000,nm,Mixed FD,scalar,4.0,1e-06,random,rand4,89,1.1827409121881464e-08,1000,1000,,True,-,1.9291246321127582,0.03180098533630371,7.086281647937153,20,3.167271191595899e-07
p52,1000,tr,Mixed FD,scalar,4.0,1e-06,random,rand4,89,7.768017109077265e-08,15,1000,1000.0,True,-,1.6842114825590362,0.018086910247802734,7.086281647937152,16,2.4629797618844188e-08
p52,1000,nm,Mixed FD,scalar,4.0,1e-06,random,rand5,90,9.466949020040388e-08,1000,1000,,True,-,1.884612386855033,0.026432037353515625,7.086281647937155,18,2.4845232361042724e-06
p52,1000,tr,Mixed FD,scalar,4.0,1e-06,random,rand5,90,7.021098259962242e-07,16,1000,1000.0,True,-,-4.739994810903911,0.016349077224731445,7.08628164793716,17,3.3579472911032167e-06
p52,1000,nm,Mixed FD,scalar,8.0,1e-06,initial,xbar,91,7.866107136636903e-10,1000,1000,,True,-,2.009536645282251,0.015550851821899414,3.0458823160181836e-21,12,1.7306077941009025e-06
p52,1000,tr,Mixed FD,scalar,8.0,1e-06,initial,xbar,91,9.541981404397597e-08,10,1000,1000.0,True,-,1.5378520739815313,0.010465860366821289,7.086281647937153,11,4.5097310574972586e-07
p52,1000,nm,Mixed FD,scalar,8.0,1e-06,random,rand1,92,1.9622621154420702e-08,1000,1000,,True,-,1.9047790962222457,0.030245065689086914,8.538629330026928e-19,18,7.283548064988686e-06
p52,1000,tr,Mixed FD,scalar,8.0,1e-06,random,rand1,92,5.336846302439052e-08,15,1000,1000.0,True,-,0.4793393644331743,0.01659083366394043,6.499001913981064e-18,16,1.1305052982290049e-07
p52,1000,nm,Mixed FD,scalar,8.0,1e-06,random,rand2,93,2.2828382767984647e-13,1000,1000,,True,-,1.9382535893688644,0.029889822006225586,1.1243733089728234e-28,21,1.6432554146087623e-08
p52,1000,tr,Mixed FD,scalar,8.0,1e-06,random,rand2,93,2.6426170297305616e-08,15,1000,1000.0,True,-,1.7112288749948288,0.01668381690979004,7.086281647937155,16,1.2555687984639296e-08
