,n,k,norm_gradient,time,final_score,iterations,converges
0,100000,4,5.17612960705777e-07,1.5142497062683105,4.7249069465148664e-15,29.0,True
1,100000,8,5.168723498541224e-07,1.400304651260376,4.710496945521815e-15,29.0,True
2,100000,12,5.173427144979362e-07,1.4185259819030762,4.7122431250941116e-15,29.0,True
