,n,k,norm_gradient,time,final_score,iterations,converges,conv,paths
0,2,4,9.53579218692764e-08,0.019922590255737303,1.3953621230545436e-15,5.8,True,2.0199252554935656,"[array([[-1.5996328 , -0.76022539],
       [-0.99717251, -0.64098359],
       [-0.65164337, -0.49565512],
       [-0.49477838, -0.41127897],
       [-0.45576741, -0.38708575],
       [-0.45329889, -0.38541197],
       [-0.45328926, -0.38540505]]), array([[-1.02365334, -0.29381177],
       [-0.70840726, -0.60241173],
       [-0.52022251, -0.44305104],
       [-0.45988247, -0.39115811],
       [-0.45336326, -0.3854704 ],
       [-0.45328927, -0.38540505]]), array([[-0.69052661, -0.05081016],
       [-0.76742103, -0.57796204],
       [-0.54149155, -0.44372869],
       [-0.46352363, -0.39262268],
       [-0.45345474, -0.38552785],
       [-0.45328929, -0.38540507]]), array([[-1.57400677, -0.19162456],
       [-1.18745651, -1.64136454],
       [-0.83815767, -0.99854562],
       [-0.61369874, -0.62278575],
       [-0.49435932, -0.44203656],
       [-0.45680633, -0.389965  ],
       [-0.4533165 , -0.38543873],
       [-0.45328926, -0.38540505]]), array([[-0.98119634, -1.43899706],
       [-0.73190057, -0.8725296 ],
       [-0.56146601, -0.55481921],
       [-0.47566643, -0.41738838],
       [-0.45443563, -0.38692925],
       [-0.45329216, -0.38540872],
       [-0.45328926, -0.38540505]])]"
1,2,8,1.4611263503667918e-07,0.015143585205078126,1.8686065226655977e-15,8.4,True,2.0924537117584663,"[array([[-1.5996328 , -0.76022539],
       [-1.13111293, -0.72659395],
       [-0.77772857, -0.54776314],
       [-0.59516271, -0.47033926],
       [-0.50018875, -0.41070288],
       [-0.44434208, -0.3804941 ],
       [-0.45304196, -0.3852519 ],
       [-0.45328937, -0.3854051 ],
       [-0.45328926, -0.38540505]]), array([[-1.02365334, -0.29381177],
       [-0.81359992, -0.52000978],
       [-0.60242792, -0.44873164],
       [-0.49348937, -0.40827862],
       [-0.45574252, -0.38734148],
       [-0.45330861, -0.38542036],
       [-0.45328926, -0.38540505]]), array([[-0.69052661, -0.05081016],
       [-0.67858042, -0.06774219],
       [-0.25423077, -0.13749315],
       [-0.45774813, -0.23530257],
       [-0.52380369, -0.42962275],
       [-0.46281353, -0.39155088],
       [-0.45345047, -0.38551891],
       [-0.45328936, -0.38540513],
       [-0.45328926, -0.38540505]]), array([[-1.57400677, -0.19162456],
       [-0.32891029, -1.29170248],
       [-0.65619119, -0.89437857],
       [-0.49121293, -0.54165817],
       [-0.42367914, -0.32769116],
       [-0.44869486, -0.37751993],
       [-0.4533563 , -0.38549533],
       [-0.45328925, -0.38540504]]), array([[-0.98119634, -1.43899706],
       [-0.40714817, -0.74947543],
       [-0.18426259,  0.03645511],
       [-0.18619758, -0.00641581],
       [-0.19060684, -0.04532719],
       [-0.28481207, -0.05533955],
       [-0.28390142, -0.06581015],
       [-0.28417516, -0.08192985],
       [-0.28691203, -0.11103421],
       [-0.59342043, -0.35178121],
       [-0.48988786, -0.42815567],
       [-0.45718729, -0.39088092],
       [-0.45333743, -0.38548384],
       [-0.45328928, -0.38540508]])]"
2,2,12,4.797793357789493e-06,0.31309003829956056,0.0628766448077944,218.0,False,-9577.397240072572,"[array([[-1.5996328 , -0.76022539],
       [-1.59963277, -0.9428843 ],
       [-1.59963277, -0.95323813],
       [-1.59963275, -0.95059065],
       [-0.30658173, -0.95059064],
       [-0.97295461, -0.95059064],
       [-0.23342489, -0.10466594],
       [-0.31169484, -0.2152588 ],
       [-0.31169484, -0.21525881],
       [-0.31169484, -0.21525881],
       [-0.31169484, -0.21525881],
       [-0.31169484, -0.21525881],
       [-0.31169485, -0.21525882],
       [-0.3116949 , -0.21525887],
       [-0.3116949 , -0.21525888],
       [-0.31169488, -0.2152589 ],
       [-0.31169489, -0.2152589 ],
       [-0.31169489, -0.2152589 ],
       [-0.38337642, -0.2152589 ],
       [-0.38337642, -0.36868307],
       [-0.44186358, -0.3788999 ],
       [-0.44186358, -0.37877674],
       [-0.45306793, -0.38527248],
       [-0.45330445, -0.38527248],
       [-0.45330445, -0.38541377],
       [-0.45330444, -0.38541379],
       [-0.45328926, -0.38540505]]), array([[-1.02365334, -0.29381177],
       [ 0.00679308, -0.29381177],
       [ 0.00679309,  0.05859187],
       [ 0.00679309, -0.1797663 ],
       [ 0.00679309, -0.04662002],
       [ 0.00679309, -0.09538619],
       [-0.29636791, -0.09538619],
       [-0.29636791, -0.1600841 ],
       [-0.29636791, -0.1600841 ],
       [-0.27420558, -0.17205516],
       [-0.3750924 , -0.27938111],
       [-0.43744054, -0.36108496],
       [-0.43744054, -0.3831338 ],
       [-0.45266762, -0.38504444],
       [-0.45266762, -0.38504934],
       [-0.45339326, -0.38504935],
       [-0.45339326, -0.38546457],
       [-0.45329983, -0.38546456],
       [-0.45332415, -0.38546456],
       [-0.45332415, -0.38546455],
       [-0.45332415, -0.38546455],
       [-0.45332415, -0.38546454],
       [-0.45328926, -0.38540504]]), array([[-0.69052661, -0.05081016],
       [-0.69052661, -0.58088865],
       [-0.38686158, -0.32748138],
       [-0.38686158, -0.35361676],
       [-0.44487036, -0.38071279],
       [-0.45317531, -0.38071279],
       [-0.45317531, -0.38529146],
       [-0.45317531, -0.38529147],
       [-0.45317532, -0.38529147],
       [-0.45317532, -0.38529147],
       [-0.45322267, -0.38529148],
       [-0.45322268, -0.38529148],
       [-0.45322268, -0.38538811],
       [-0.45322269, -0.38536675],
       [-0.45322269, -0.38536675],
       [-0.4532227 , -0.38536675],
       [-0.45322271, -0.38536675],
       [-0.45326681, -0.38536676],
       [-0.45326683, -0.38539214],
       [-0.45326684, -0.38539214],
       [-0.45326684, -0.38539214],
       [-0.45328926, -0.38540505]]), array([[-1.57400677, -0.19162456],
       [ 2.11293759, -1.30298606],
       [ 2.11293759,  1.29725902],
       ...,
       [ 0.97429592,  1.30730148],
       [ 0.97429592,  1.30730148],
       [ 0.97429592,  1.30730148]], shape=(1001, 2)), array([[-0.98119634, -1.43899706],
       [-0.96712775, -1.43899706],
       [-0.97437138, -1.43899704],
       [-0.17799985,  0.27408821],
       [-0.17799987, -0.37157024],
       [-0.17799988, -0.37157024],
       [-0.17799988, -0.37157023],
       [-0.6315826 , -0.37157024],
       [-0.63158259, -0.46422397],
       [-0.63158258, -0.48483761],
       [-0.63158257, -0.48477381],
       [-0.40944983, -0.3596731 ],
       [-0.43644018, -0.35967311],
       [-0.43810239, -0.35967312],
       [-0.45249227, -0.38399467],
       [-0.45328683, -0.38540071],
       [-0.45328685, -0.38540367],
       [-0.45328686, -0.38540367],
       [-0.45328687, -0.38540367],
       [-0.45328688, -0.38540367],
       [-0.45328688, -0.38540367],
       [-0.45328926, -0.38540505]])]"
3,1000,4,9.91974273852948e-08,0.03634786605834961,5.078234242477558e-16,9.2,True,2.038786433524913,"[[np.float64(15.421877156864934), np.float64(8.310419809381639), np.float64(4.929515965661028), np.float64(2.0364872653568846), np.float64(0.6497568288561524), np.float64(0.16644021489704625), np.float64(0.016646182107164988), np.float64(0.00018773945703378682)], [np.float64(15.586279728985868), np.float64(8.363927331639529), np.float64(4.958434483466078), np.float64(2.073140299412565), np.float64(0.6743132005082338), np.float64(0.18556556865791812), np.float64(0.02623766554335691), np.float64(0.0006845349198133751), np.float64(3.404707641792676e-07)], [np.float64(16.641850149423515), np.float64(8.61300848526495), np.float64(5.200820963067584), np.float64(2.247020573802987), np.float64(0.7674889627667921), np.float64(0.24392727435942624), np.float64(0.04843706871534055), np.float64(0.0023920022826184814), np.float64(5.413461870819428e-06)], [np.float64(16.43016461613069), np.float64(5.210751810954976), np.float64(7.445940208405552), np.float64(3.824929113084677), np.float64(1.4915953871279732), np.float64(0.5242621294111162), np.float64(0.15769163560734498), np.float64(0.020220346835459046), np.float64(0.0003748771577517712), np.float64(6.71104441590544e-08)], [np.float64(18.56929922181375), np.float64(5.23499542091212), np.float64(8.742037149662496), np.float64(4.886483049227946), np.float64(2.288286857318575), np.float64(1.02735046523333), np.float64(0.42313104106066163), np.float64(0.12262895192318517), np.float64(0.014417075289808942), np.float64(0.00021176368621103915)]]"
