,n,rho,C1,norm_gradient,time,final_score,converges,iterations,path
30,10000,0.4,0.8,1.677931087341334e-05,0.3857593536376953,1.7438266026608113e-11,True,74,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.88817256 -0.91190452 -0.91799336 ... -0.92355164 -0.92222379
  -0.85414763]
 [-0.7991656  -0.84275229 -0.8538885  ... -0.86210735 -0.85219328
  -0.73622212]
 ...
 [-0.57076124 -0.68191016 -0.70248606 ... -0.66579747 -0.59603532
  -0.41641234]
 [-0.57076123 -0.68191016 -0.70248605 ... -0.66579748 -0.59603532
  -0.41641234]
 [-0.57076123 -0.68191015 -0.70248605 ... -0.66579749 -0.59603533
  -0.41641233]]"
31,100000,0.4,0.8,4.6514187559834684e-05,3.904820442199707,1.3508485340024462e-10,True,67,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.88817256 -0.91190452 -0.91799336 ... -0.92355164 -0.92222379
  -0.85414763]
 [-0.7991656  -0.84275229 -0.8538885  ... -0.86210735 -0.85219328
  -0.73622212]
 ...
 [-0.57076123 -0.68191016 -0.70248605 ... -0.66579748 -0.59603534
  -0.41641235]
 [-0.57076123 -0.68191015 -0.70248605 ... -0.66579749 -0.59603534
  -0.41641234]
 [-0.57076122 -0.68191015 -0.70248604 ... -0.6657975  -0.59603534
  -0.41641234]]"
32,2,0.6,0.2,5.577018880458987e-07,0.013719558715820312,5.892302726636391e-15,True,12,"[[-1.         -1.        ]
 [-0.72394112 -0.61850406]
 [-0.54106429 -0.42988761]
 [-0.4593588  -0.37610709]
 [-0.44876412 -0.38085579]
 [-0.45277158 -0.38564002]
 [-0.45349538 -0.38564374]
 [-0.45332566 -0.38540514]
 [-0.45328073 -0.38539304]
 [-0.453287   -0.38540444]
 [-0.45328958 -0.38540563]
 [-0.45328939 -0.38540511]
 [-0.45328925 -0.38540503]]"
33,1000,0.6,0.2,7.338506970822153e-07,0.02622699737548828,1.4353770819274737e-14,True,16,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.72043139 -0.77976131 -0.79498339 ... -0.80887911 -0.80555947
  -0.63536909]
 [-0.59737706 -0.69123704 -0.71430543 ... -0.71977387 -0.66537093
  -0.45958254]
 ...
 [-0.5707612  -0.68191014 -0.70248603 ... -0.66579734 -0.59603519
  -0.4164123 ]
 [-0.5707612  -0.68191013 -0.70248601 ... -0.6657975  -0.59603535
  -0.41641234]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579755 -0.59603534
  -0.41641231]]"
34,10000,0.6,0.2,7.338506970822154e-07,0.08010053634643555,1.4353770819274733e-14,True,16,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.72043139 -0.77976131 -0.79498339 ... -0.80887911 -0.80555947
  -0.63536909]
 [-0.59737706 -0.69123704 -0.71430543 ... -0.71977387 -0.66537093
  -0.45958254]
 ...
 [-0.5707612  -0.68191014 -0.70248603 ... -0.66579734 -0.59603519
  -0.4164123 ]
 [-0.5707612  -0.68191013 -0.70248601 ... -0.6657975  -0.59603535
  -0.41641234]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579755 -0.59603534
  -0.41641231]]"
35,100000,0.6,0.2,7.338506970822153e-07,0.9107058048248291,1.4353770819274737e-14,True,16,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.72043139 -0.77976131 -0.79498339 ... -0.80887911 -0.80555947
  -0.63536909]
 [-0.59737706 -0.69123704 -0.71430543 ... -0.71977387 -0.66537093
  -0.45958254]
 ...
 [-0.5707612  -0.68191014 -0.70248603 ... -0.66579734 -0.59603519
  -0.4164123 ]
 [-0.5707612  -0.68191013 -0.70248601 ... -0.6657975  -0.59603535
  -0.41641234]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579755 -0.59603534
  -0.41641231]]"
36,2,0.6,0.4,2.2274623040500718e-07,0.015317440032958984,1.370635588996263e-15,True,13,"[[-1.         -1.        ]
 [-0.72394112 -0.61850406]
 [-0.54106429 -0.42988761]
 [-0.4593588  -0.37610709]
 [-0.44876412 -0.38085579]
 [-0.45277158 -0.38564002]
 [-0.45349538 -0.38564374]
 [-0.45332566 -0.38540514]
 [-0.4532987  -0.38539788]
 [-0.45328449 -0.38539988]
 [-0.45328855 -0.38540515]
 [-0.45328947 -0.38540532]
 [-0.45328931 -0.38540506]
 [-0.45328926 -0.38540504]]"
37,1000,0.6,0.4,7.338506970822153e-07,0.02520751953125,1.4353770819274737e-14,True,16,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.72043139 -0.77976131 -0.79498339 ... -0.80887911 -0.80555947
  -0.63536909]
 [-0.59737706 -0.69123704 -0.71430543 ... -0.71977387 -0.66537093
  -0.45958254]
 ...
 [-0.5707612  -0.68191014 -0.70248603 ... -0.66579734 -0.59603519
  -0.4164123 ]
 [-0.5707612  -0.68191013 -0.70248601 ... -0.6657975  -0.59603535
  -0.41641234]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579755 -0.59603534
  -0.41641231]]"
38,10000,0.6,0.4,7.338506970822154e-07,0.07915377616882324,1.4353770819274733e-14,True,16,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.72043139 -0.77976131 -0.79498339 ... -0.80887911 -0.80555947
  -0.63536909]
 [-0.59737706 -0.69123704 -0.71430543 ... -0.71977387 -0.66537093
  -0.45958254]
 ...
 [-0.5707612  -0.68191014 -0.70248603 ... -0.66579734 -0.59603519
  -0.4164123 ]
 [-0.5707612  -0.68191013 -0.70248601 ... -0.6657975  -0.59603535
  -0.41641234]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579755 -0.59603534
  -0.41641231]]"
39,100000,0.6,0.4,7.338506970822153e-07,0.9202365875244141,1.4353770819274737e-14,True,16,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.72043139 -0.77976131 -0.79498339 ... -0.80887911 -0.80555947
  -0.63536909]
 [-0.59737706 -0.69123704 -0.71430543 ... -0.71977387 -0.66537093
  -0.45958254]
 ...
 [-0.5707612  -0.68191014 -0.70248603 ... -0.66579734 -0.59603519
  -0.4164123 ]
 [-0.5707612  -0.68191013 -0.70248601 ... -0.6657975  -0.59603535
  -0.41641234]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579755 -0.59603534
  -0.41641231]]"
40,2,0.6,0.6,7.353291274297878e-07,0.025619983673095703,1.7423361871202535e-14,True,22,"[[-1.         -1.        ]
 [-0.83436467 -0.77110243]
 [-0.70119816 -0.60805884]
 [-0.60049863 -0.49970574]
 [-0.53109978 -0.43507151]
 [-0.48908347 -0.40214496]
 [-0.4673535  -0.38862155]
 [-0.45783462 -0.38455596]
 [-0.45431405 -0.38402864]
 [-0.45326415 -0.38441675]
 [-0.45307241 -0.38484586]
 [-0.453114   -0.38512877]
 [-0.45318502 -0.38528203]
 [-0.45323606 -0.38535546]
 [-0.45326492 -0.38538728]
 [-0.45327917 -0.38539973]
 [-0.45328552 -0.38540401]
 [-0.45328807 -0.3854052 ]
 [-0.45328862 -0.3854053 ]
 [-0.45328915 -0.38540532]
 [-0.45328929 -0.38540523]
 [-0.45328931 -0.38540515]
 [-0.4532893  -0.3854051 ]]"
41,1000,0.6,0.6,1.4989864640051184e-06,0.03596854209899902,7.509965435463781e-14,True,22,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.83225883 -0.86785679 -0.87699003 ... -0.88532746 -0.88333568
  -0.78122145]
 [-0.71725488 -0.77965945 -0.79550004 ... -0.80522715 -0.78461505
  -0.62669447]
 ...
 [-0.5707612  -0.68191011 -0.702486   ... -0.66579776 -0.59603549
  -0.41641233]
 [-0.57076119 -0.68191012 -0.70248602 ... -0.66579763 -0.59603536
  -0.41641228]
 [-0.57076119 -0.68191012 -0.70248602 ... -0.66579756 -0.59603531
  -0.41641228]]"
42,10000,0.6,0.6,1.91904332915035e-06,0.11171269416809082,1.648350839467886e-13,True,22,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.83225883 -0.86785679 -0.87699003 ... -0.88532746 -0.88333568
  -0.78122145]
 [-0.71725488 -0.77965945 -0.79550004 ... -0.80522715 -0.78461505
  -0.62669447]
 ...
 [-0.5707612  -0.68191011 -0.702486   ... -0.66579776 -0.59603549
  -0.41641233]
 [-0.57076119 -0.68191012 -0.70248602 ... -0.66579763 -0.59603536
  -0.41641228]
 [-0.57076119 -0.68191012 -0.70248602 ... -0.66579756 -0.59603531
  -0.41641228]]"
43,100000,0.6,0.6,4.247398744880844e-06,1.279663324356079,1.0621893798682947e-12,True,22,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.83225883 -0.86785679 -0.87699003 ... -0.88532746 -0.88333568
  -0.78122145]
 [-0.71725488 -0.77965945 -0.79550004 ... -0.80522715 -0.78461505
  -0.62669447]
 ...
 [-0.5707612  -0.68191011 -0.702486   ... -0.66579776 -0.59603549
  -0.41641233]
 [-0.57076119 -0.68191012 -0.70248602 ... -0.66579763 -0.59603536
  -0.41641228]
 [-0.57076119 -0.68191012 -0.70248602 ... -0.66579756 -0.59603531
  -0.41641228]]"
44,2,0.6,0.8,9.246881951986051e-07,0.07013607025146484,1.6908010493569233e-14,True,65,"[[-1.         -1.        ]
 [-0.9006188  -0.86266146]
 [-0.81278348 -0.74844615]
 [-0.73629527 -0.6550083 ]
 [-0.67093608 -0.58014681]
 [-0.6163889  -0.52170615]
 [-0.57214268 -0.47749407]
 [-0.5513039  -0.45814501]
 [-0.53345052 -0.44221992]
 [-0.51832011 -0.42927182]
 [-0.50563421 -0.41887283]
 [-0.49510789 -0.41062278]
 [-0.48645961 -0.40415652]
 [-0.47942019 -0.39914881]
 [-0.47373983 -0.39531668]
 [-0.46919284 -0.39241926]
 [-0.46558007 -0.39025556]
 [-0.4627294  -0.38866083]
 [-0.46049464 -0.38750224]
 [-0.45875352 -0.38667415]
 [-0.45794444 -0.38632586]
 [-0.45724696 -0.38604352]
 [-0.45664671 -0.38581651]
 [-0.45613106 -0.38563573]
 [-0.45568886 -0.38549343]
 [-0.45531032 -0.38538301]
 [-0.45498688 -0.38529885]
 [-0.45471103 -0.38523621]
 [-0.45447623 -0.38519111]
 [-0.45427678 -0.38516019]
 [-0.45410771 -0.38514063]
 [-0.45396473 -0.3851301 ]
 [-0.45384408 -0.38512665]
 [-0.45367486 -0.38513003]
 [-0.45355097 -0.38514495]
 [-0.45346123 -0.38516641]
 [-0.45339705 -0.38519096]
 [-0.45335187 -0.3852163 ]
 [-0.45332069 -0.38524095]
 [-0.45329971 -0.38526403]
 [-0.45327703 -0.38529906]
 [-0.45326891 -0.38532778]
 [-0.45326807 -0.38535007]
 [-0.45327046 -0.38536674]
 [-0.45327392 -0.38537883]
 [-0.45327739 -0.3853874 ]
 [-0.45328041 -0.38539335]
 [-0.45328285 -0.38539742]
 [-0.45328473 -0.38540014]
 [-0.45328612 -0.38540195]
 [-0.45328712 -0.38540312]
 [-0.45328783 -0.38540387]
 [-0.45328831 -0.38540435]
 [-0.45328851 -0.38540452]
 [-0.45328867 -0.38540466]
 [-0.4532888  -0.38540476]
 [-0.4532889  -0.38540484]
 [-0.45328898 -0.3854049 ]
 [-0.45328905 -0.38540494]
 [-0.4532891  -0.38540497]
 [-0.45328913 -0.385405  ]
 [-0.45328916 -0.38540502]
 [-0.45328919 -0.38540503]
 [-0.45328921 -0.38540504]
 [-0.45328922 -0.38540504]
 [-0.45328922 -0.38540504]]"
45,1000,0.6,0.8,4.984637557668571e-06,0.06240200996398926,1.3857874409019722e-12,True,39,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.8993553  -0.92071407 -0.92619402 ... -0.93119648 -0.93000141
  -0.86873287]
 [-0.81710401 -0.85668575 -0.86680734 ... -0.87449334 -0.86624544
  -0.75999406]
 ...
 [-0.57076126 -0.68191018 -0.70248607 ... -0.66579746 -0.59603538
  -0.41641239]
 [-0.57076124 -0.68191016 -0.70248605 ... -0.66579751 -0.59603537
  -0.41641237]
 [-0.57076122 -0.68191015 -0.70248604 ... -0.66579753 -0.59603536
  -0.41641235]]"
46,10000,0.6,0.8,1.4232480556614449e-05,0.19498562812805176,1.2493092589888176e-11,True,39,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.8993553  -0.92071407 -0.92619402 ... -0.93119648 -0.93000141
  -0.86873287]
 [-0.81710401 -0.85668575 -0.86680734 ... -0.87449334 -0.86624544
  -0.75999406]
 ...
 [-0.57076126 -0.68191018 -0.70248607 ... -0.66579746 -0.59603538
  -0.41641239]
 [-0.57076124 -0.68191016 -0.70248605 ... -0.66579751 -0.59603537
  -0.41641237]
 [-0.57076122 -0.68191015 -0.70248604 ... -0.66579753 -0.59603536
  -0.41641235]]"
47,100000,0.6,0.8,4.44941840573044e-05,2.28334379196167,1.2356614407974984e-10,True,39,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.8993553  -0.92071407 -0.92619402 ... -0.93119648 -0.93000141
  -0.86873287]
 [-0.81710401 -0.85668575 -0.86680734 ... -0.87449334 -0.86624544
  -0.75999406]
 ...
 [-0.57076126 -0.68191018 -0.70248607 ... -0.66579746 -0.59603538
  -0.41641239]
 [-0.57076124 -0.68191016 -0.70248605 ... -0.66579751 -0.59603537
  -0.41641237]
 [-0.57076122 -0.68191015 -0.70248604 ... -0.66579753 -0.59603536
  -0.41641235]]"
48,2,0.8,0.2,5.577018880458987e-07,0.014583110809326172,5.892302726636391e-15,True,12,"[[-1.         -1.        ]
 [-0.72394112 -0.61850406]
 [-0.54106429 -0.42988761]
 [-0.4593588  -0.37610709]
 [-0.44876412 -0.38085579]
 [-0.45277158 -0.38564002]
 [-0.45349538 -0.38564374]
 [-0.45332566 -0.38540514]
 [-0.45328073 -0.38539304]
 [-0.453287   -0.38540444]
 [-0.45328958 -0.38540563]
 [-0.45328939 -0.38540511]
 [-0.45328925 -0.38540503]]"
49,1000,0.8,0.2,7.338506970822153e-07,0.02602863311767578,1.4353770819274737e-14,True,16,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.72043139 -0.77976131 -0.79498339 ... -0.80887911 -0.80555947
  -0.63536909]
 [-0.59737706 -0.69123704 -0.71430543 ... -0.71977387 -0.66537093
  -0.45958254]
 ...
 [-0.5707612  -0.68191014 -0.70248603 ... -0.66579734 -0.59603519
  -0.4164123 ]
 [-0.5707612  -0.68191013 -0.70248601 ... -0.6657975  -0.59603535
  -0.41641234]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579755 -0.59603534
  -0.41641231]]"
50,10000,0.8,0.2,7.338506970822154e-07,0.07801628112792969,1.4353770819274733e-14,True,16,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.72043139 -0.77976131 -0.79498339 ... -0.80887911 -0.80555947
  -0.63536909]
 [-0.59737706 -0.69123704 -0.71430543 ... -0.71977387 -0.66537093
  -0.45958254]
 ...
 [-0.5707612  -0.68191014 -0.70248603 ... -0.66579734 -0.59603519
  -0.4164123 ]
 [-0.5707612  -0.68191013 -0.70248601 ... -0.6657975  -0.59603535
  -0.41641234]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579755 -0.59603534
  -0.41641231]]"
51,100000,0.8,0.2,7.338506970822153e-07,0.906843900680542,1.4353770819274737e-14,True,16,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.72043139 -0.77976131 -0.79498339 ... -0.80887911 -0.80555947
  -0.63536909]
 [-0.59737706 -0.69123704 -0.71430543 ... -0.71977387 -0.66537093
  -0.45958254]
 ...
 [-0.5707612  -0.68191014 -0.70248603 ... -0.66579734 -0.59603519
  -0.4164123 ]
 [-0.5707612  -0.68191013 -0.70248601 ... -0.6657975  -0.59603535
  -0.41641234]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579755 -0.59603534
  -0.41641231]]"
52,2,0.8,0.4,7.316387732612642e-07,0.013984918594360352,7.38856648116947e-15,True,12,"[[-1.         -1.        ]
 [-0.72394112 -0.61850406]
 [-0.54106429 -0.42988761]
 [-0.4593588  -0.37610709]
 [-0.44876412 -0.38085579]
 [-0.45277158 -0.38564002]
 [-0.45349538 -0.38564374]
 [-0.45332566 -0.38540514]
 [-0.45328972 -0.38539546]
 [-0.45328575 -0.38540216]
 [-0.45328906 -0.38540539]
 [-0.45328943 -0.38540521]
 [-0.45328928 -0.38540504]]"
53,1000,0.8,0.4,7.338506970822153e-07,0.025371551513671875,1.4353770819274737e-14,True,16,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.72043139 -0.77976131 -0.79498339 ... -0.80887911 -0.80555947
  -0.63536909]
 [-0.59737706 -0.69123704 -0.71430543 ... -0.71977387 -0.66537093
  -0.45958254]
 ...
 [-0.5707612  -0.68191014 -0.70248603 ... -0.66579734 -0.59603519
  -0.4164123 ]
 [-0.5707612  -0.68191013 -0.70248601 ... -0.6657975  -0.59603535
  -0.41641234]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579755 -0.59603534
  -0.41641231]]"
54,10000,0.8,0.4,7.338506970822154e-07,0.08416271209716797,1.4353770819274733e-14,True,16,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.72043139 -0.77976131 -0.79498339 ... -0.80887911 -0.80555947
  -0.63536909]
 [-0.59737706 -0.69123704 -0.71430543 ... -0.71977387 -0.66537093
  -0.45958254]
 ...
 [-0.5707612  -0.68191014 -0.70248603 ... -0.66579734 -0.59603519
  -0.4164123 ]
 [-0.5707612  -0.68191013 -0.70248601 ... -0.6657975  -0.59603535
  -0.41641234]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579755 -0.59603534
  -0.41641231]]"
55,100000,0.8,0.4,7.338506970822153e-07,0.9109838008880615,1.4353770819274737e-14,True,16,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.72043139 -0.77976131 -0.79498339 ... -0.80887911 -0.80555947
  -0.63536909]
 [-0.59737706 -0.69123704 -0.71430543 ... -0.71977387 -0.66537093
  -0.45958254]
 ...
 [-0.5707612  -0.68191014 -0.70248603 ... -0.66579734 -0.59603519
  -0.4164123 ]
 [-0.5707612  -0.68191013 -0.70248601 ... -0.6657975  -0.59603535
  -0.41641234]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579755 -0.59603534
  -0.41641231]]"
56,2,0.8,0.6,1.2810878665705581e-06,0.020259380340576172,7.952085971977653e-14,True,18,"[[-1.         -1.        ]
 [-0.7791529  -0.69480324]
 [-0.61683921 -0.50956746]
 [-0.51508102 -0.41668672]
 [-0.47699622 -0.3916519 ]
 [-0.4636512  -0.38560426]
 [-0.45724794 -0.38382261]
 [-0.45447806 -0.38373891]
 [-0.45316395 -0.38425136]
 [-0.45296041 -0.38494482]
 [-0.45315471 -0.38529509]
 [-0.4532361  -0.38537387]
 [-0.45327104 -0.38539938]
 [-0.45328154 -0.38540454]
 [-0.45328633 -0.38540604]
 [-0.45328837 -0.38540617]
 [-0.45328933 -0.38540585]
 [-0.45328949 -0.38540538]
 [-0.45328936 -0.38540513]]"
57,1000,0.8,0.6,8.926411717153304e-07,0.03291964530944824,2.6294777794910884e-14,True,20,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.77634511 -0.82380905 -0.83598671 ... -0.84710328 -0.84444758
  -0.70829527]
 [-0.64936241 -0.72853916 -0.74840063 ... -0.75739555 -0.72200574
  -0.5338126 ]
 ...
 [-0.57076119 -0.68191012 -0.70248603 ... -0.66579762 -0.59603528
  -0.41641222]
 [-0.57076119 -0.68191013 -0.70248603 ... -0.66579753 -0.59603526
  -0.41641225]
 [-0.57076119 -0.68191013 -0.70248602 ... -0.66579751 -0.59603528
  -0.41641228]]"
58,10000,0.8,0.6,1.6016122721225672e-06,0.09832167625427246,8.603836328978301e-14,True,19,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.77634511 -0.82380905 -0.83598671 ... -0.84710328 -0.84444758
  -0.70829527]
 [-0.64936241 -0.72853916 -0.74840063 ... -0.75739555 -0.72200574
  -0.5338126 ]
 ...
 [-0.57076118 -0.6819101  -0.70248602 ... -0.66579774 -0.59603531
  -0.41641217]
 [-0.57076119 -0.68191012 -0.70248603 ... -0.66579756 -0.59603524
  -0.41641222]
 [-0.57076119 -0.68191013 -0.70248603 ... -0.66579751 -0.59603526
  -0.41641226]]"
59,100000,0.8,0.6,1.4019723652564556e-06,1.1314685344696045,7.16125452031927e-14,True,19,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.77634511 -0.82380905 -0.83598671 ... -0.84710328 -0.84444758
  -0.70829527]
 [-0.64936241 -0.72853916 -0.74840063 ... -0.75739555 -0.72200574
  -0.5338126 ]
 ...
 [-0.57076118 -0.68191011 -0.70248603 ... -0.66579763 -0.59603523
  -0.41641216]
 [-0.57076119 -0.68191013 -0.70248603 ... -0.66579751 -0.59603523
  -0.41641223]
 [-0.57076119 -0.68191013 -0.70248603 ... -0.66579749 -0.59603526
  -0.41641227]]"
60,2,0.8,0.8,9.678881449651378e-07,0.06472444534301758,1.6611365284908032e-14,True,56,"[[-1.         -1.        ]
 [-0.88692628 -0.84373926]
 [-0.78883232 -0.71755732]
 [-0.70548218 -0.6179842 ]
 [-0.65035492 -0.5570047 ]
 [-0.60403267 -0.50874915]
 [-0.56603747 -0.47156592]
 [-0.53570136 -0.44376083]
 [-0.5121661  -0.42363411]
 [-0.49797791 -0.41236957]
 [-0.48680921 -0.40401372]
 [-0.47814989 -0.39793609]
 [-0.47152955 -0.3936019 ]
 [-0.467532   -0.3911788 ]
 [-0.46434561 -0.38936753]
 [-0.46182178 -0.3880314 ]
 [-0.45983466 -0.38706021]
 [-0.45827905 -0.3863663 ]
 [-0.45731024 -0.38597785]
 [-0.45651639 -0.38568839]
 [-0.45586801 -0.38547682]
 [-0.45534018 -0.38532604]
 [-0.45491195 -0.38522228]
 [-0.45456575 -0.3851545 ]
 [-0.45428691 -0.38511392]
 [-0.45406321 -0.38509359]
 [-0.45383984 -0.38508668]
 [-0.45367367 -0.38509625]
 [-0.45355117 -0.38511588]
 [-0.45346183 -0.38514106]
 [-0.45338139 -0.38517555]
 [-0.4533302  -0.38521055]
 [-0.45329099 -0.38525165]
 [-0.45327243 -0.38528737]
 [-0.45326382 -0.38532409]
 [-0.45326491 -0.38535123]
 [-0.4532694  -0.38537028]
 [-0.45327439 -0.38538315]
 [-0.45327873 -0.38539157]
 [-0.4532821  -0.38539694]
 [-0.45328454 -0.38540029]
 [-0.45328624 -0.38540232]
 [-0.45328714 -0.38540329]
 [-0.4532878  -0.38540393]
 [-0.45328826 -0.38540435]
 [-0.45328852 -0.38540457]
 [-0.45328872 -0.38540472]
 [-0.45328886 -0.38540483]
 [-0.45328897 -0.38540491]
 [-0.45328904 -0.38540495]
 [-0.45328909 -0.38540498]
 [-0.45328913 -0.385405  ]
 [-0.45328916 -0.38540502]
 [-0.45328918 -0.38540503]
 [-0.4532892  -0.38540504]
 [-0.45328922 -0.38540505]
 [-0.45328922 -0.38540505]]"
61,1000,0.8,0.8,3.732395983357852e-06,0.07219767570495605,7.82079562885951e-13,True,43,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.8854887  -0.90979023 -0.9160252  ... -0.92171688 -0.92035716
  -0.85064718]
 [-0.79493528 -0.83947126 -0.85084747 ... -0.85918344 -0.84884637
  -0.73060706]
 ...
 [-0.57076124 -0.68191016 -0.70248605 ... -0.66579749 -0.59603536
  -0.41641236]
 [-0.57076123 -0.68191015 -0.70248604 ... -0.66579751 -0.59603536
  -0.41641235]
 [-0.57076122 -0.68191014 -0.70248603 ... -0.66579753 -0.59603535
  -0.41641233]]"
62,10000,0.8,0.8,1.0735598978335025e-05,0.2248995304107666,7.11472342826729e-12,True,43,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.8854887  -0.90979023 -0.9160252  ... -0.92171688 -0.92035716
  -0.85064718]
 [-0.79493528 -0.83947126 -0.85084747 ... -0.85918344 -0.84884637
  -0.73060706]
 ...
 [-0.57076124 -0.68191016 -0.70248605 ... -0.66579749 -0.59603536
  -0.41641236]
 [-0.57076123 -0.68191015 -0.70248604 ... -0.66579751 -0.59603536
  -0.41641235]
 [-0.57076122 -0.68191014 -0.70248603 ... -0.66579753 -0.59603535
  -0.41641233]]"
63,100000,0.8,0.8,3.3592798958914604e-05,2.623560905456543,7.044116208208058e-11,True,43,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.8854887  -0.90979023 -0.9160252  ... -0.92171688 -0.92035716
  -0.85064718]
 [-0.79493528 -0.83947126 -0.85084747 ... -0.85918344 -0.84884637
  -0.73060706]
 ...
 [-0.57076124 -0.68191016 -0.70248605 ... -0.66579749 -0.59603536
  -0.41641236]
 [-0.57076123 -0.68191015 -0.70248604 ... -0.66579751 -0.59603536
  -0.41641235]
 [-0.57076122 -0.68191014 -0.70248603 ... -0.66579753 -0.59603535
  -0.41641233]]"
