,n,mode,k,norm_gradient,time,final_score,converges,iterations,path
14,10000,scalar,12,400.38562658462257,10.308411359786987,5004.172134683549,False,1000,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.99999998 -0.99999998 -0.99999999 ... -0.99999999 -0.99999999
  -0.99999998]
 [-0.99999997 -0.99999998 -0.99999999 ... -0.99999999 -0.99999999
  -0.99999998]
 ...
 [-0.97761645 -0.99905148 -0.9996809  ... -0.99960338 -0.99957911
  -0.94305803]
 [-0.97761644 -0.99905148 -0.9996809  ... -0.99960338 -0.99957911
  -0.94305803]
 [-0.97761644 -0.99905148 -0.9996809  ... -0.99960338 -0.99957911
  -0.94305803]]"
15,10000,adaptive,4,1.1283763396523283e-06,0.09232354164123535,3.591956147297297e-14,True,9,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.70414738 -0.79208641 -0.79293933 ... -0.78213999 -0.76459937
  -0.63523886]
 [-0.58877296 -0.69832916 -0.71234877 ... -0.68531836 -0.63623348
  -0.46452016]
 ...
 [-0.57076134 -0.6819102  -0.70248581 ... -0.66579679 -0.59603598
  -0.41641322]
 [-0.57076122 -0.68191014 -0.70248599 ... -0.66579741 -0.59603541
  -0.41641244]
 [-0.5707612  -0.68191013 -0.70248602 ... -0.66579751 -0.59603533
  -0.41641232]]"
16,10000,adaptive,8,1.0506027122230543e-06,0.08845996856689453,3.2034906677469395e-14,True,9,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.68452374 -0.81862623 -0.81635294 ... -0.78959013 -0.74759187
  -0.56831224]
 [-0.58782555 -0.70620826 -0.72451267 ... -0.68341764 -0.62732156
  -0.44919359]
 ...
 [-0.57076114 -0.68191021 -0.70248628 ... -0.66579705 -0.59603544
  -0.41641264]
 [-0.57076118 -0.68191014 -0.70248606 ... -0.66579745 -0.59603533
  -0.41641235]
 [-0.57076119 -0.68191013 -0.70248603 ... -0.66579751 -0.59603532
  -0.41641231]]"
17,10000,adaptive,12,400.38562658462257,10.35369086265564,5004.172134683549,False,1000,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.99999998 -0.99999998 -0.99999999 ... -0.99999999 -0.99999999
  -0.99999998]
 [-0.99999997 -0.99999998 -0.99999999 ... -0.99999999 -0.99999999
  -0.99999998]
 ...
 [-0.97761645 -0.99905148 -0.9996809  ... -0.99960338 -0.99957911
  -0.94305803]
 [-0.97761644 -0.99905148 -0.9996809  ... -0.99960338 -0.99957911
  -0.94305803]
 [-0.97761644 -0.99905148 -0.9996809  ... -0.99960338 -0.99957911
  -0.94305803]]"
18,100000,scalar,4,1.1283763396523326e-06,1.2798113822937012,3.5919561472973524e-14,True,9,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.70414738 -0.79208641 -0.79293933 ... -0.78213999 -0.76459937
  -0.63523886]
 [-0.58877296 -0.69832916 -0.71234877 ... -0.68531836 -0.63623348
  -0.46452016]
 ...
 [-0.57076134 -0.6819102  -0.70248581 ... -0.66579679 -0.59603598
  -0.41641322]
 [-0.57076122 -0.68191014 -0.70248599 ... -0.66579741 -0.59603541
  -0.41641244]
 [-0.5707612  -0.68191013 -0.70248602 ... -0.66579751 -0.59603533
  -0.41641232]]"
19,100000,scalar,8,1.0506027122230543e-06,1.3107941150665283,3.2034906677469395e-14,True,9,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.68452374 -0.81862623 -0.81635294 ... -0.78959013 -0.74759187
  -0.56831224]
 [-0.58782555 -0.70620826 -0.72451267 ... -0.68341764 -0.62732156
  -0.44919359]
 ...
 [-0.57076114 -0.68191021 -0.70248628 ... -0.66579705 -0.59603544
  -0.41641264]
 [-0.57076118 -0.68191014 -0.70248606 ... -0.66579745 -0.59603533
  -0.41641235]
 [-0.57076119 -0.68191013 -0.70248603 ... -0.66579751 -0.59603532
  -0.41641231]]"
20,100000,scalar,12,1264.974598765768,106.66874265670776,50004.0386393799,False,1000,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.99999998 -0.99999998 -0.99999999 ... -0.99999999 -0.99999999
  -0.99999998]
 [-0.99999997 -0.99999998 -0.99999999 ... -0.99999999 -0.99999999
  -0.99999998]
 ...
 [-0.97761645 -0.99905148 -0.9996809  ... -0.99960338 -0.99957911
  -0.94305803]
 [-0.97761644 -0.99905148 -0.9996809  ... -0.99960338 -0.99957911
  -0.94305803]
 [-0.97761644 -0.99905148 -0.9996809  ... -0.99960338 -0.99957911
  -0.94305803]]"
21,100000,adaptive,4,1.1283763396523326e-06,0.9885542392730713,3.5919561472973524e-14,True,9,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.70414738 -0.79208641 -0.79293933 ... -0.78213999 -0.76459937
  -0.63523886]
 [-0.58877296 -0.69832916 -0.71234877 ... -0.68531836 -0.63623348
  -0.46452016]
 ...
 [-0.57076134 -0.6819102  -0.70248581 ... -0.66579679 -0.59603598
  -0.41641322]
 [-0.57076122 -0.68191014 -0.70248599 ... -0.66579741 -0.59603541
  -0.41641244]
 [-0.5707612  -0.68191013 -0.70248602 ... -0.66579751 -0.59603533
  -0.41641232]]"
22,100000,adaptive,8,1.0506027122230543e-06,1.0322368144989014,3.2034906677469395e-14,True,9,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.68452374 -0.81862623 -0.81635294 ... -0.78959013 -0.74759187
  -0.56831224]
 [-0.58782555 -0.70620826 -0.72451267 ... -0.68341764 -0.62732156
  -0.44919359]
 ...
 [-0.57076114 -0.68191021 -0.70248628 ... -0.66579705 -0.59603544
  -0.41641264]
 [-0.57076118 -0.68191014 -0.70248606 ... -0.66579745 -0.59603533
  -0.41641235]
 [-0.57076119 -0.68191013 -0.70248603 ... -0.66579751 -0.59603532
  -0.41641231]]"
23,100000,adaptive,12,1264.974598765768,108.0310173034668,50004.0386393799,False,1000,"[[-1.         -1.         -1.         ... -1.         -1.
  -1.        ]
 [-0.99999998 -0.99999998 -0.99999999 ... -0.99999999 -0.99999999
  -0.99999998]
 [-0.99999997 -0.99999998 -0.99999999 ... -0.99999999 -0.99999999
  -0.99999998]
 ...
 [-0.97761645 -0.99905148 -0.9996809  ... -0.99960338 -0.99957911
  -0.94305803]
 [-0.97761644 -0.99905148 -0.9996809  ... -0.99960338 -0.99957911
  -0.94305803]
 [-0.97761644 -0.99905148 -0.9996809  ... -0.99960338 -0.99957911
  -0.94305803]]"
